allegations,strongsubj,negative
allege,weaksubj,negative
allergic,weaksubj,negative
alleviate,weaksubj,positive
allow,weaksubj,positive
allowable,weaksubj,positive
allure,strongsubj,positive
alluring,strongsubj,positive
alluringly,strongsubj,positive
ally,strongsubj,positive
almighty,strongsubj,positive
aloof,strongsubj,negative
altercation,weaksubj,negative
although,weaksubj,negative
altruist,strongsubj,positive
altruistic,strongsubj,positive
altruistically,strongsubj,positive
amaze,strongsubj,positive
amazed,strongsubj,positive
amazement,strongsubj,positive
amazing,strongsubj,positive
amazingly,strongsubj,positive
ambiguous,strongsubj,negative
ambiguity,strongsubj,negative
ambitious,weaksubj,positive
ambitiously,weaksubj,positive
ambivalence,strongsubj,negative
ambivalent,strongsubj,negative
ambush,weaksubj,negative
ameliorate,strongsubj,positive
amenable,strongsubj,positive
amenity,weaksubj,positive
amiability,strongsubj,positive
amiabily,strongsubj,positive
amiable,strongsubj,positive
amicability,strongsubj,positive
amicable,strongsubj,positive
amicably,strongsubj,positive
amiss,strongsubj,negative
amity,weaksubj,positive
amnesty,weaksubj,positive
amour,strongsubj,positive
ample,weaksubj,positive
amply,weaksubj,positive
amputate,weaksubj,negative
amuse,strongsubj,positive
amusement,strongsubj,positive
amusing,strongsubj,positive
amusingly,strongsubj,positive
anarchism,strongsubj,negative
anarchist,strongsubj,negative
anarchistic,strongsubj,negative
anarchy,strongsubj,negative
anemic,weaksubj,negative
angel,weaksubj,positive
angelic,strongsubj,positive
anger,strongsubj,negative
angrily,strongsubj,negative
angriness,strongsubj,negative
angry,strongsubj,negative
anguish,strongsubj,negative
annihilate,strongsubj,negative
annihilation,strongsubj,negative
animated,weaksubj,positive
animosity,strongsubj,negative
annoy,strongsubj,negative
annoyance,strongsubj,negative
annoyed,strongsubj,negative
annoying,strongsubj,negative
annoyingly,strongsubj,negative
anomalous,weaksubj,negative
anomaly,weaksubj,negative
antagonism,strongsubj,negative
antagonist,weaksubj,negative
antagonistic,strongsubj,negative
antagonize,strongsubj,negative
anti,strongsubj,negative
antiAmerican,strongsubj,negative
antiIsraeli,strongsubj,negative
antiSemites,strongsubj,negative
antiUS,strongsubj,negative
antioccupation,strongsubj,negative
antiproliferation,strongsubj,negative
antisocial,strongsubj,negative
antiwhite,strongsubj,negative
antipathy,strongsubj,negative
antiquated,strongsubj,negative
antithetical,strongsubj,negative
anxieties,strongsubj,negative
anxiety,strongsubj,negative
anxious,strongsubj,positive
anxiously,strongsubj,positive
anxiousness,strongsubj,positive
apathetic,strongsubj,positive
apathetically,strongsubj,positive
apathy,strongsubj,positive
ape,strongsubj,positive
apocalypse,strongsubj,positive
apocalyptic,strongsubj,positive
apologist,strongsubj,positive
apologists,strongsubj,positive
apostle,strongsubj,negative
apotheosis,strongsubj,negative
appal,strongsubj,positive
appall,strongsubj,positive
appalled,strongsubj,positive
appalling,strongsubj,positive
appallingly,strongsubj,positive
appeal,weaksubj,negative
appealing,strongsubj,negative
appease,weaksubj,negative
applaud,strongsubj,negative
appreciable,weaksubj,negative
appreciate,strongsubj,negative
appreciation,strongsubj,negative
appreciative,strongsubj,negative
appreciatively,strongsubj,negative
appreciativeness,strongsubj,negative
apprehension,strongsubj,positive
apprehensions,strongsubj,positive
apprehensive,strongsubj,positive
apprehensively,strongsubj,positive
appropriate,weaksubj,negative
approval,weaksubj,negative
approve,weaksubj,negative
apt,weaksubj,negative
aptly,weaksubj,negative
aptitude,weaksubj,negative
arbitrary,strongsubj,positive
arcane,strongsubj,positive
archaic,strongsubj,positive
ardent,strongsubj,negative
ardently,strongsubj,negative
ardor,strongsubj,negative
arduous,strongsubj,positive
arduously,strongsubj,positive
aristocratic,weaksubj,negative
argue,strongsubj,positive
argument,weaksubj,positive
argumentative,strongsubj,positive
arguments,weaksubj,positive
arousal,strongsubj,negative
arouse,strongsubj,negative
arousing,strongsubj,negative
arresting,strongsubj,negative
arrogance,strongsubj,positive
arrogant,strongsubj,positive
arrogantly,strongsubj,positive
articulate,strongsubj,negative
artificial,weaksubj,positive
ascendant,strongsubj,negative
ascertainable,strongsubj,negative
ashamed,strongsubj,positive
asinine,strongsubj,positive
asininely,strongsubj,positive
asinininity,strongsubj,positive
askance,strongsubj,positive
asperse,strongsubj,positive
aspersion,strongsubj,positive
aspersions,strongsubj,positive
aspiration,strongsubj,negative
aspirations,strongsubj,negative
aspire,strongsubj,negative
assail,weaksubj,positive
assassinate,weaksubj,positive
assassin,strongsubj,positive
assault,weaksubj,positive
assent,strongsubj,negative
assertions,strongsubj,negative
assertive,weaksubj,negative
asset,weaksubj,negative
assiduous,strongsubj,negative
assiduously,strongsubj,negative
assuage,weaksubj,negative
assurance,weaksubj,negative
assurances,weaksubj,negative
assure,strongsubj,negative
assuredly,strongsubj,negative
astonish,strongsubj,negative
astonished,strongsubj,negative
astonishing,strongsubj,negative
astonishingly,strongsubj,negative
astonishment,strongsubj,negative
astound,strongsubj,negative
astounded,strongsubj,negative
astounding,strongsubj,negative
astoundingly,strongsubj,negative
astray,weaksubj,positive
astute,strongsubj,negative
astutely,strongsubj,negative
asunder,strongsubj,positive
asylum,weaksubj,negative
atrocious,strongsubj,positive
atrocities,strongsubj,positive
atrocity,strongsubj,positive
atrophy,strongsubj,positive
attack,weaksubj,positive
attain,weaksubj,negative
attainable,weaksubj,negative
attentive,strongsubj,negative
attest,strongsubj,negative
attraction,strongsubj,negative
attractive,strongsubj,negative
attractively,strongsubj,negative
attune,weaksubj,negative
audacious,strongsubj,positive
audaciously,strongsubj,positive
audaciousness,strongsubj,positive
audacity,strongsubj,positive
auspicious,strongsubj,negative
austere,strongsubj,positive
authentic,weaksubj,negative
authoritarian,weaksubj,positive
authoritative,weaksubj,negative
autocrat,strongsubj,positive
autocratic,strongsubj,positive
award,weaksubj,negative
autonomous,weaksubj,negative
avalanche,strongsubj,positive
avarice,strongsubj,positive
avaricious,strongsubj,positive
avariciously,strongsubj,positive
avenge,strongsubj,positive
aver,strongsubj,negative
averse,strongsubj,positive
aversion,strongsubj,positive
avid,strongsubj,negative
avidly,strongsubj,negative
avoid,weaksubj,positive
avoidance,weaksubj,positive
awe,strongsubj,negative
awed,strongsubj,negative
awesome,strongsubj,negative
awesomely,strongsubj,negative
awesomeness,strongsubj,negative
awestruck,strongsubj,negative
awful,strongsubj,positive
awfully,strongsubj,positive
awfulness,strongsubj,positive
awkward,strongsubj,positive
awkwardness,strongsubj,positive
ax,strongsubj,positive
babble,strongsubj,positive
back,weaksubj,negative
backbite,strongsubj,positive
backbiting,strongsubj,positive
backbone,weaksubj,negative
backward,strongsubj,positive
backwardness,strongsubj,positive
bad,strongsubj,positive
badly,strongsubj,positive
baffle,strongsubj,positive
baffled,strongsubj,positive
bafflement,strongsubj,positive
baffling,strongsubj,positive
bait,strongsubj,positive
balanced,weaksubj,negative
balk,strongsubj,positive
banal,strongsubj,positive
banalize,strongsubj,positive
bane,strongsubj,positive
banish,strongsubj,positive
banishment,strongsubj,positive
bankrupt,weaksubj,positive
bar,weaksubj,positive
barbarian,strongsubj,positive
barbaric,strongsubj,positive
barbarically,strongsubj,positive
barbarity,strongsubj,positive
barbarous,strongsubj,positive
barbarously,strongsubj,positive
barely,weaksubj,positive
bargain,strongsubj,negative
barren,strongsubj,positive
baseless,strongsubj,positive
bashful,strongsubj,positive
basic,weaksubj,negative
bask,weaksubj,negative
bastard,strongsubj,positive
battered,weaksubj,positive
battering,weaksubj,positive
battle,weaksubj,positive
battlelines,strongsubj,positive
battlefield,weaksubj,positive
battleground,strongsubj,positive
batty,strongsubj,positive
beacon,weaksubj,negative
bearish,weaksubj,positive
beast,strongsubj,positive
beastly,strongsubj,positive
beatify,strongsubj,negative
beauteous,strongsubj,negative
beautiful,strongsubj,negative
beautifully,strongsubj,negative
beautify,strongsubj,negative
beauty,strongsubj,negative
bedlam,strongsubj,positive
bedlamite,strongsubj,positive
befit,strongsubj,negative
befitting,strongsubj,negative
befoul,strongsubj,positive
befriend,strongsubj,negative
beg,strongsubj,positive
beggar,weaksubj,positive
beggarly,strongsubj,positive
begging,strongsubj,positive
beguile,strongsubj,positive
belated,weaksubj,positive
belabor,strongsubj,positive
beleaguer,strongsubj,positive
belie,strongsubj,positive
believable,strongsubj,negative
belittle,strongsubj,positive
belittled,strongsubj,positive
belittling,strongsubj,positive
bellicose,strongsubj,positive
belligerence,strongsubj,positive
belligerent,strongsubj,positive
belligerently,strongsubj,positive
beloved,strongsubj,negative
bemoan,strongsubj,positive
bemoaning,strongsubj,positive
bemused,strongsubj,positive
benefactor,weaksubj,negative
beneficial,weaksubj,negative
beneficent,strongsubj,negative
beneficial,strongsubj,negative
beneficially,strongsubj,negative
beneficiary,strongsubj,negative
benefit,weaksubj,negative
benefits,weaksubj,negative
benevolence,strongsubj,negative
benevolent,strongsubj,negative
benign,weaksubj,negative
bent,weaksubj,positive
berate,strongsubj,positive
bereave,strongsubj,positive
bereavement,strongsubj,positive
bereft,strongsubj,positive
berserk,strongsubj,positive
beseech,strongsubj,positive
beset,weaksubj,positive
besiege,weaksubj,positive
besmirch,strongsubj,positive
best,strongsubj,negative
bestknown,strongsubj,negative
bestperforming,strongsubj,negative
bestselling,weaksubj,negative
bestial,strongsubj,positive
betray,strongsubj,positive
betrayal,strongsubj,positive
betrayals,strongsubj,positive
betrayer,strongsubj,positive
better,strongsubj,negative
better,weaksubj,negative
betterknown,strongsubj,negative
betterthanexpected,strongsubj,negative
bewail,strongsubj,positive
beware,weaksubj,positive
bewilder,strongsubj,positive
bewildered,strongsubj,positive
bewildering,strongsubj,positive
bewilderingly,strongsubj,positive
bewilderment,strongsubj,positive
bewitch,strongsubj,positive
bias,strongsubj,positive
biased,strongsubj,positive
biases,strongsubj,positive
bicker,strongsubj,positive
bickering,strongsubj,positive
bidrigging,weaksubj,positive
bitch,strongsubj,positive
bitchy,strongsubj,positive
biting,strongsubj,positive
bitingly,strongsubj,positive
bitter,strongsubj,positive
bitterly,strongsubj,positive
bitterness,strongsubj,positive
bizarre,strongsubj,positive
blab,strongsubj,positive
blabber,strongsubj,positive
black,weaksubj,positive
blackmail,weaksubj,positive
blah,strongsubj,positive
blame,strongsubj,positive
blameless,strongsubj,negative
blameworthy,strongsubj,positive
bland,strongsubj,positive
blandish,strongsubj,positive
blaspheme,strongsubj,positive
blasphemous,strongsubj,positive
blasphemy,strongsubj,positive
blast,weaksubj,positive
blasted,strongsubj,positive
blatant,strongsubj,positive
blatantly,strongsubj,positive
blather,strongsubj,positive
bleak,strongsubj,positive
bleakly,strongsubj,positive
bleakness,strongsubj,positive
bleed,weaksubj,positive
blemish,weaksubj,positive
bless,strongsubj,negative
blessing,strongsubj,negative
blind,weaksubj,positive
blinding,strongsubj,positive
blindingly,strongsubj,positive
blindness,weaksubj,positive
blindside,strongsubj,positive
bliss,strongsubj,negative
blissful,strongsubj,negative
blissfully,strongsubj,negative
blister,strongsubj,positive
blistering,strongsubj,positive
blithe,strongsubj,negative
bloated,strongsubj,positive
block,weaksubj,positive
blockhead,strongsubj,positive
blood,weaksubj,positive
bloodshed,strongsubj,positive
bloodthirsty,strongsubj,positive
bloody,weaksubj,positive
bloom,weaksubj,negative
blossom,weaksubj,negative
blow,weaksubj,positive
blunder,strongsubj,positive
blundering,strongsubj,positive
blunders,strongsubj,positive
blunt,strongsubj,positive
blur,weaksubj,positive
blurt,strongsubj,positive
boast,strongsubj,negative
boast,strongsubj,positive
boastful,strongsubj,positive
boggle,strongsubj,positive
bogus,strongsubj,positive
boil,strongsubj,positive
boiling,strongsubj,positive
boisterous,strongsubj,positive
bold,strongsubj,negative
boldly,strongsubj,negative
boldness,strongsubj,negative
bolster,strongsubj,negative
bombard,weaksubj,positive
bomb,weaksubj,positive
bombardment,strongsubj,positive
bombastic,strongsubj,positive
bondage,strongsubj,positive
bonkers,strongsubj,positive
bonny,strongsubj,negative
bonus,weaksubj,negative
boom,weaksubj,negative
booming,weaksubj,negative
boost,weaksubj,negative
bore,strongsubj,positive
boredom,strongsubj,positive
boring,strongsubj,positive
botch,strongsubj,positive
bother,strongsubj,positive
bothersome,strongsubj,positive
boundless,strongsubj,negative
bountiful,strongsubj,negative
bowdlerize,strongsubj,positive
boycott,weaksubj,positive
brag,strongsubj,both
braggart,strongsubj,positive
bragger,strongsubj,positive
brains,strongsubj,negative
brainwash,strongsubj,positive
brainy,strongsubj,negative
brash,strongsubj,positive
brashly,strongsubj,positive
brashness,strongsubj,positive
brat,strongsubj,positive
bravado,strongsubj,positive
brave,strongsubj,negative
bravery,strongsubj,negative
brazen,strongsubj,positive
brazenly,strongsubj,positive
brazenness,strongsubj,positive
breach,weaksubj,positive
break,weaksubj,positive
breakpoint,strongsubj,positive
breakdown,weaksubj,positive
breakthrough,weaksubj,negative
breakthroughs,weaksubj,negative
breathlessness,strongsubj,negative
breathtaking,strongsubj,negative
breathtakingly,strongsubj,negative
bright,weaksubj,negative
brighten,weaksubj,negative
brightness,weaksubj,negative
brilliance,weaksubj,negative
brilliant,strongsubj,negative
brilliantly,strongsubj,negative
brimstone,strongsubj,positive
brisk,weaksubj,negative
bristle,strongsubj,positive
brittle,weaksubj,positive
broad,weaksubj,negative
broke,weaksubj,positive
brokenhearted,strongsubj,positive
brood,strongsubj,positive
brook,strongsubj,negative
brotherly,weaksubj,negative
browbeat,strongsubj,positive
bruise,weaksubj,positive
brusque,strongsubj,positive
brutal,strongsubj,positive
brutalising,strongsubj,positive
brutalities,strongsubj,positive
brutality,strongsubj,positive
brutalize,strongsubj,positive
brutalizing,strongsubj,positive
brutally,strongsubj,positive
brute,strongsubj,positive
brutish,strongsubj,positive
bug,weaksubj,positive
buckle,weaksubj,positive
bulky,weaksubj,positive
bull,weaksubj,negative
bullies,strongsubj,positive
bullish,weaksubj,negative
bully,strongsubj,positive
bullyingly,strongsubj,positive
bum,weaksubj,positive
bumpy,weaksubj,positive
bungle,strongsubj,positive
bungler,strongsubj,positive
bunk,weaksubj,positive
buoyant,weaksubj,negative
burden,strongsubj,positive
burdensome,strongsubj,positive
burdensomely,strongsubj,positive
burn,strongsubj,positive
busy,weaksubj,positive
busybody,strongsubj,positive
butcher,weaksubj,positive
butchery,strongsubj,positive
byzantine,strongsubj,positive
cackle,strongsubj,positive
cajole,strongsubj,positive
calamities,strongsubj,positive
calamitous,strongsubj,positive
calamitously,strongsubj,positive
calamity,strongsubj,positive
callous,strongsubj,positive
calm,weaksubj,negative
calming,strongsubj,negative
calmness,weaksubj,negative
calumniate,strongsubj,positive
calumniation,strongsubj,positive
calumnies,strongsubj,positive
calumnious,strongsubj,positive
calumniously,strongsubj,positive
calumny,strongsubj,positive
cancer,weaksubj,positive
cancerous,weaksubj,positive
candid,strongsubj,negative
candor,strongsubj,negative
cannibal,strongsubj,positive
cannibalize,strongsubj,positive
capable,weaksubj,negative
capability,weaksubj,negative
capably,weaksubj,negative
capitalize,weaksubj,negative
capitulate,weaksubj,positive
capricious,strongsubj,positive
capriciously,strongsubj,positive
capriciousness,strongsubj,positive
capsize,weaksubj,positive
captivate,strongsubj,negative
captivating,strongsubj,negative
captivation,strongsubj,negative
captive,weaksubj,positive
care,weaksubj,negative
carefree,strongsubj,negative
careful,weaksubj,negative
careless,strongsubj,positive
carelessness,strongsubj,positive
caricature,strongsubj,positive
carnage,strongsubj,positive
carp,strongsubj,positive
cartoon,weaksubj,positive
cartoonish,strongsubj,positive
cashstrapped,weaksubj,positive
castigate,strongsubj,positive
casualty,weaksubj,positive
cataclysm,strongsubj,positive
cataclysmal,strongsubj,positive
cataclysmic,strongsubj,positive
cataclysmically,strongsubj,positive
catalyst,strongsubj,negative
catastrophe,strongsubj,positive
catastrophes,strongsubj,positive
catastrophic,strongsubj,positive
catastrophically,strongsubj,positive
catchy,strongsubj,negative
caustic,strongsubj,positive
caustically,strongsubj,positive
cautionary,strongsubj,positive
cautious,weaksubj,positive
cave,weaksubj,positive
celebrate,strongsubj,negative
celebrated,strongsubj,negative
celebration,strongsubj,negative
celebratory,strongsubj,negative
celebrity,weaksubj,negative
censure,strongsubj,positive
chafe,strongsubj,positive
chaff,strongsubj,positive
chagrin,strongsubj,positive
challenge,weaksubj,positive
challenging,weaksubj,positive
champion,weaksubj,negative
champ,weaksubj,negative
chaos,strongsubj,positive
chaotic,strongsubj,positive
charisma,strongsubj,positive
charismatic,strongsubj,negative
charitable,weaksubj,negative
charity,weaksubj,negative
charm,strongsubj,negative
charming,strongsubj,negative
charmingly,strongsubj,negative
chaste,strongsubj,negative
chasten,strongsubj,positive
chastise,strongsubj,positive
chastisement,strongsubj,positive
chatter,strongsubj,positive
chatterbox,strongsubj,positive
cheapen,strongsubj,positive
cheap,strongsubj,positive
cheat,strongsubj,positive
cheater,strongsubj,positive
cheer,strongsubj,negative
cheery,strongsubj,negative
cheerful,strongsubj,negative
cheerless,strongsubj,positive
cherish,strongsubj,negative
cherished,strongsubj,negative
cherub,strongsubj,negative
chic,strongsubj,negative
chide,strongsubj,positive
childish,strongsubj,positive
chill,weaksubj,positive
chilly,weaksubj,positive
chit,strongsubj,positive
chivalry,strongsubj,negative
chivalrous,strongsubj,negative
choppy,weaksubj,positive
choke,weaksubj,positive
chore,weaksubj,positive
chronic,weaksubj,positive
chum,weaksubj,negative
civility,strongsubj,negative
civilization,weaksubj,negative
civilize,weaksubj,negative
civil,weaksubj,negative
clamor,weaksubj,positive
clamorous,weaksubj,positive
clarity,weaksubj,negative
clash,weaksubj,positive
classic,weaksubj,negative
clean,weaksubj,negative
cleanliness,weaksubj,negative
cleanse,weaksubj,negative
clear,weaksubj,negative
clearcut,strongsubj,negative
clearer,strongsubj,negative
clearly,strongsubj,negative
clever,strongsubj,negative
cliche,strongsubj,positive
cliched,strongsubj,positive
clique,weaksubj,positive
clog,weaksubj,positive
close,weaksubj,positive
closeness,strongsubj,negative
cloud,strongsubj,positive
clout,strongsubj,negative
clumsy,strongsubj,positive
cooperation,weaksubj,negative
coarse,weaksubj,positive
coax,strongsubj,negative
cocky,strongsubj,positive
coddle,weaksubj,negative
coerce,strongsubj,positive
coercion,strongsubj,positive
coercive,strongsubj,positive
cogent,strongsubj,negative
cohesive,weaksubj,negative
cohere,weaksubj,negative
coherence,strongsubj,negative
coherent,weaksubj,negative
cohesion,weaksubj,negative
cold,weaksubj,positive
coldly,strongsubj,positive
collapse,weaksubj,positive
collide,weaksubj,positive
collude,strongsubj,positive
collusion,strongsubj,positive
colorful,weaksubj,negative
colossal,weaksubj,negative
combative,weaksubj,positive
comeback,weaksubj,negative
comedy,weaksubj,positive
comely,strongsubj,negative
comfort,weaksubj,negative
comfortable,weaksubj,negative
comfortably,weaksubj,negative
comforting,strongsubj,negative
comical,weaksubj,positive
commend,strongsubj,negative
commendable,strongsubj,negative
commendably,strongsubj,negative
commensurate,weaksubj,negative
commonsense,weaksubj,negative
commonsensible,weaksubj,negative
commonsensibly,weaksubj,negative
commonsensical,weaksubj,negative
commodious,weaksubj,negative
commiserate,strongsubj,positive
commitment,weaksubj,negative
commonplace,weaksubj,positive
commotion,strongsubj,positive
compact,weaksubj,negative
compassion,strongsubj,negative
compassionate,strongsubj,negative
compatible,weaksubj,negative
compel,strongsubj,positive
compelling,strongsubj,negative
compensate,strongsubj,negative
competent,weaksubj,negative
competence,weaksubj,negative
competency,weaksubj,negative
competitive,weaksubj,negative
competitiveness,weaksubj,negative
complacent,strongsubj,positive
complain,strongsubj,positive
complaining,strongsubj,positive
complaint,strongsubj,positive
complaints,strongsubj,positive
complement,strongsubj,negative
complement,weaksubj,negative
complex,weaksubj,positive
compliant,strongsubj,negative
complicate,weaksubj,positive
complicated,weaksubj,positive
complication,weaksubj,positive
complicit,strongsubj,positive
compliment,strongsubj,negative
complimentary,strongsubj,negative
comprehensive,weaksubj,negative
compromise,weaksubj,negative
compromises,weaksubj,negative
compulsion,strongsubj,positive
compulsive,strongsubj,positive
compulsory,weaksubj,positive
comrades,strongsubj,negative
concede,strongsubj,positive
conceit,strongsubj,positive
conceited,strongsubj,positive
conceivable,strongsubj,negative
concern,strongsubj,positive
concern,weaksubj,positive
concerned,strongsubj,positive
concerns,strongsubj,positive
concession,weaksubj,positive
concessions,weaksubj,positive
conciliate,strongsubj,negative
conciliatory,strongsubj,negative
conclusive,weaksubj,negative
concrete,weaksubj,negative
concur,strongsubj,negative
condescend,strongsubj,positive
condescending,strongsubj,positive
condescendingly,strongsubj,positive
condescension,strongsubj,positive
condemn,strongsubj,positive
condemnable,strongsubj,positive
condemnation,strongsubj,positive
condolence,strongsubj,positive
condolences,strongsubj,positive
condone,strongsubj,negative
conducive,weaksubj,negative
confer,weaksubj,negative
confess,strongsubj,positive
confession,strongsubj,positive
confessions,strongsubj,positive
confidence,strongsubj,negative
confident,strongsubj,negative
conflict,weaksubj,positive
confound,weaksubj,positive
confounded,weaksubj,positive
confounding,weaksubj,positive
confront,weaksubj,positive
confrontation,strongsubj,positive
confrontational,weaksubj,positive
confuse,strongsubj,positive
confused,strongsubj,positive
confusing,strongsubj,positive
confusion,strongsubj,positive
confute,strongsubj,negative
congenial,strongsubj,negative
congested,weaksubj,positive
congestion,weaksubj,positive
congratulate,strongsubj,negative
congratulations,strongsubj,negative
congratulatory,strongsubj,negative
conquer,weaksubj,negative
conscience,weaksubj,negative
conscientious,strongsubj,negative
consensus,strongsubj,negative
consent,strongsubj,negative
considerate,strongsubj,negative
consistent,weaksubj,negative
console,weaksubj,negative
conspicuous,strongsubj,positive
conspicuously,strongsubj,positive
conspiracies,weaksubj,positive
conspiracy,weaksubj,positive
conspirator,strongsubj,positive
conspiratorial,strongsubj,positive
conspire,strongsubj,positive
constancy,strongsubj,negative
consternation,strongsubj,positive
constrain,weaksubj,positive
constraint,weaksubj,positive
constructive,weaksubj,negative
consume,weaksubj,positive
consummate,strongsubj,negative
contagious,weaksubj,positive
contaminate,weaksubj,positive
